institution,actAvg,hsGpaAvg,satAvg,acceptanceRate,satEla50,satEla75,satMath50,satMath75,actComp50,actComp75,actEng50,actEng75,actMath50,actMath75
Smith College,32,NA,1408,20,750,760,740,780,34,35,35,36,31,34
Snow College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soka University of America,25,3.6,1220,70,675,720,765,790,NA,NA,NA,NA,NA,NA
Solano Community College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonoma State University,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Carolina State University,14,3.1,780,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Dakota School of Mines and Technology,23,3.6,1130,85,600,660,630,680,26,30,24,28,27,29
South Dakota State University,19,3.6,1040,99,570,610,560,630,22,25,21,24,23,26
Southeastern Louisiana University,19,3.5,NA,95,NA,NA,NA,NA,21,24,21,24,19,23
Southeastern Oklahoma State University,18,NA,920,74,530,593,530,593,21,24,20,24,19,23
Southeastern University,NA,3.5,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southeast Missouri Hospital College of Nursing and Health Sciences,NA,NA,NA,26,NA,NA,NA,NA,19,19,20,20,17,17
Southeast Missouri State University,16,3.5,850,79,NA,NA,NA,NA,17,20,15,19,16,18
Southern Adventist University,18,3.7,970,71,590,660,550,640,22,25,22,26,20,25
Southern California Institute of Architecture,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southern California University of Health Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southern Connecticut State University,20,3.2,850,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southern Methodist University,30,3.7,1320,61,700,740,720,750,32,34,33,35,30,33
Southern Nazarene University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southern New Hampshire University,NA,3.2,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southern Oregon University,NA,3.4,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southern University and A & M College,15,3.1,898,50,470,530,430,490,17,19,16,20,16,18
Southern University at New Orleans,14,NA,NA,44,480,540,430,510,17,20,16,20,16,20
Southern Utah University,NA,3.5,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southern Virginia University,18,NA,900,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southern Wesleyan University,19,NA,1013,51,560,620,540,590,24,28,25,31,23,26
South Florida State College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Georgia State College,NA,3.2,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Seattle College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Texas College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South University-Tampa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwest Baptist University,19,NA,928,100,520,610,530,600,21,26,21,26,21,25
Southwestern Adventist University,17,3,910,56,525,610,510,590,19,25,20,26,17,23
Southwestern Christian College,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern Christian University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Southwestern College,17,3.2,900,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
