displayName,schoolType,state,city,region,isPublic,displayRank,sortRank,ReligiousAffiliation
Mercer University,national-universities,GA,Macon,,True,#165,165,
Mercy College of Health Sciences,health,IA,Des Moines,,True,Unranked,-2,
Mercy College of Ohio,health,OH,Toledo,,True,Unranked,-2,
Mercyhurst University,regional-universities-north,PA,Erie,north,True,#65,65,
Mercy University,regional-universities-north,NY,Dobbs Ferry,north,True,#115,115,
Meredith College,national-liberal-arts-colleges,NC,Raleigh,,True,#126,126,
Merrimack College,regional-universities-north,MA,North Andover,north,True,#39,39,
Messiah University,regional-universities-north,PA,Mechanicsburg,north,True,#24,24,
Methodist College,health,IL,Peoria,,True,Unranked,-2,
Methodist University,regional-universities-south,NC,Fayetteville,south,True,#97,97,
Metropolitan College of New York,regional-universities-north,NY,New York,north,True,#151-165,-1,
Metropolitan State University,regional-universities-midwest,MN,St. Paul,midwest,True,#103,103,
Metropolitan State University of Denver,regional-universities-west,CO,Denver,west,True,#102,102,
MGH Institute of Health Professions,health,MA,Boston,,True,Unranked,-2,
Miami Dade College,regional-colleges-south,FL,Miami,south,True,#18,18,
Miami International University of Art & Design,regional-colleges-south,FL,Miami,south,True,#88-97,-1,
Miami Regional University,health,FL,,,True,Unranked,-2,
Miami University--Hamilton,regional-colleges-midwest,OH,Hamilton,midwest,True,#55,55,
Miami University--Middletown,regional-colleges-midwest,OH,Middletown,midwest,True,#57,57,
Miami University--Oxford,national-universities,OH,Oxford,,True,#136,136,
Michigan State University,national-universities,MI,East Lansing,,True,#63,63,
Michigan Technological University,national-universities,MI,Houghton,,True,#148,148,
Mid-America Christian University,regional-universities-west,OK,Oklahoma City,west,True,#105-115,-1,
MidAmerica Nazarene University,regional-universities-midwest,KS,Olathe,midwest,True,#103,103,
Mid-Atlantic Christian University,regional-colleges-south,NC,Elizabeth City,south,True,#51,51,
Middlebury College,national-liberal-arts-colleges,VT,Middlebury,,True,#19,19,
Middle Georgia State University,regional-universities-south,GA,Macon,south,True,#115,115,
Middle Tennessee State University,national-universities,TN,Murfreesboro,,True,#273,273,
Midland College,regional-colleges-west,TX,Midland,west,True,Unranked,-2,
Midland University,regional-universities-midwest,NE,Fremont,midwest,True,#143,143,
Midway University,regional-universities-south,KY,Midway,south,True,#65,65,
Midwestern Baptist Theological Seminary,faith,MO,Kansas City,,True,Unranked,-2,
Midwestern State University,regional-universities-west,TX,Wichita Falls,west,True,#56,56,
Miles College,regional-colleges-south,AL,Birmingham,south,True,#83,83,
Millersville University of Pennsylvania,regional-universities-north,PA,Millersville,north,True,#101,101,
Milligan University,regional-universities-south,TN,Milligan,south,True,#17,17,
Millikin University,regional-colleges-midwest,IL,Decatur,midwest,True,#14,14,
Millsaps College,national-liberal-arts-colleges,MS,Jackson,,True,#136,136,
Milwaukee Institute of Art and Design,specialty-arts,WI,Milwaukee,,True,Unranked,-2,
Milwaukee School of Engineering,regional-universities-midwest,WI,Milwaukee,midwest,True,#2,2,
Minneapolis College of Art and Design,specialty-arts,MN,Minneapolis,,True,Unranked,-2,
Minnesota State University--Mankato,regional-universities-midwest,MN,Mankato,midwest,True,#60,60,
Minnesota State University--Moorhead,regional-universities-midwest,MN,Moorhead,midwest,True,#54,54,
Minot State University,regional-universities-midwest,ND,Minot,midwest,True,#118,118,
MiraCosta College,regional-colleges-west,CA,Oceanside,west,True,Unranked,-2,
Misericordia University,national-universities,PA,Dallas,,True,#244,244,
Mississippi College,national-universities,MS,Clinton,,True,#359,359,
Mississippi State University,national-universities,MS,Mississippi State,,True,#214,214,
Mississippi University for Women,regional-universities-south,MS,Columbus,south,True,#34,34,
Mississippi Valley State University,regional-universities-south,MS,Itta Bena,south,True,#118,118,
Missouri Baptist University,regional-universities-midwest,MO,St. Louis,midwest,True,#149-164,-1,
Missouri Southern State University,regional-universities-midwest,MO,Joplin,midwest,True,#131,131,
Missouri State University,national-universities,MO,Springfield,,True,#352,352,
Missouri University of Science and Technology,national-universities,MO,Rolla,,True,#196,196,
Missouri Valley College,regional-colleges-midwest,MO,Marshall,midwest,True,#71,71,
Missouri Western State University,regional-universities-midwest,MO,St. Joseph,midwest,True,#138,138,
Mitchell College,regional-colleges-north,CT,New London,north,True,#30,30,
Modesto Junior College,regional-colleges-west,CA,Modesto,west,True,Unranked,-2,
Molloy University,regional-universities-north,NY,Rockville Centre,north,True,#66,66,
Monmouth College,national-liberal-arts-colleges,IL,Monmouth,,True,#147,147,
Monmouth University,regional-universities-north,NJ,West Long Branch,north,True,#15,15,
Monroe University,regional-universities-north,NY,Bronx,north,True,#66,66,
Montana State University,national-universities,MT,Bozeman,,True,#296,296,
Montana State University Billings,regional-universities-west,MT,Billings,west,True,#105-115,-1,
Montana State University Northern,regional-colleges-west,MT,Havre,west,True,#22,22,
Montana Technological University,regional-universities-west,MT,Butte,west,True,#35,35,
Montclair State University,national-universities,NJ,Montclair,,True,#152,152,
Montreat College,regional-colleges-south,NC,Montreat,south,True,#62,62,
Montserrat College of Art,regional-colleges-north,MA,Beverly,north,True,#28,28,
Moody Bible Institute,faith,IL,Chicago,,True,Unranked,-2,
Moore College of Art & Design,specialty-arts,PA,Philadelphia,,True,Unranked,-2,
Moravian University,regional-universities-north,PA,Bethlehem,north,True,#37,37,
Morehead State University,regional-universities-south,KY,Morehead,south,True,#33,33,
Morehouse College,national-liberal-arts-colleges,GA,Atlanta,,True,#95,95,
Morgan State University,national-universities,MD,Baltimore,,True,#342,342,
Morningside University,regional-universities-midwest,IA,Sioux City,midwest,True,#116,116,
Morris College,regional-colleges-south,SC,Sumter,south,True,#83,83,
Mount Aloysius College,regional-colleges-north,PA,Cresson,north,True,#27,27,
Mount Angel Seminary,faith,OR,St. Benedict,,True,Unranked,-2,
Mount Carmel College of Nursing,health,OH,Columbus,,True,Unranked,-2,
Mount Holyoke College,national-liberal-arts-colleges,MA,South Hadley,,True,#34,34,
Mount Marty University,regional-universities-midwest,SD,Yankton,midwest,True,#109,109,
Mount Mary University,regional-universities-midwest,WI,Milwaukee,midwest,True,#60,60,
Mount Mercy University,regional-universities-midwest,IA,Cedar Rapids,midwest,True,#60,60,
Mount Saint Mary's University,regional-universities-west,CA,Los Angeles,west,True,#20,20,
Mount St. Joseph University,national-universities,OH,Cincinnati,,True,#342,342,
Mount St. Mary College,regional-universities-north,NY,Newburgh,north,True,#84,84,
Mount St. Mary's University,regional-universities-north,MD,Emmitsburg,north,True,#81,81,
Mount Vernon Nazarene University,regional-universities-midwest,OH,Mount Vernon,midwest,True,#73,73,
Muhlenberg College,national-liberal-arts-colleges,PA,Allentown,,True,#71,71,
Murray State University,regional-universities-south,KY,Murray,south,True,#20,20,
Muskingum University,regional-universities-midwest,OH,New Concord,midwest,True,#43,43,
Naropa University,regional-universities-west,CO,Boulder,west,True,#105-115,-1,
National Louis University,national-universities,IL,Chicago,,True,#392-434,-1,
National University,regional-universities-west,CA,La Jolla,west,True,#102,102,
National University College,regional-universities-south,PR,Bayamon,south,True,#122-133,-1,
Navajo Technical University,tribal,NM,Crownpoint,,True,Unranked,-2,
Nazareth University,regional-universities-north,NY,Rochester,north,True,#44,44,
Nebraska Methodist College,health,NE,Omaha,,True,Unranked,-2,
Nebraska Wesleyan University,regional-universities-midwest,NE,Lincoln,midwest,True,#48,48,
Neumann University,regional-universities-north,PA,Aston,north,True,#129,129,
Neumont College of Computer Science,specialty-engineering,UT,,,True,Unranked,-2,
Nevada State University,regional-colleges-west,NV,Henderson,west,True,#31,31,
Newberry College,regional-colleges-south,SC,Newberry,south,True,#15,15,
New College of Florida,national-liberal-arts-colleges,FL,Sarasota,,True,#122,122,
New England College,regional-universities-north,NH,Henniker,north,True,#151-165,-1,
New England Conservatory of Music,specialty-arts,MA,Boston,,True,Unranked,-2,
New England Institute of Technology,regional-universities-north,RI,East Greenwich,north,True,Unranked,-2,
New Jersey City University,regional-universities-north,NJ,Jersey City,north,True,#147,147,
New Jersey Institute of Technology,national-universities,NJ,Newark,,True,#84,84,
Newman University,regional-universities-midwest,KS,Wichita,midwest,True,#131,131,
New Mexico Highlands University,regional-universities-west,NM,Las Vegas,west,True,#87,87,
New Mexico State University,national-universities,NM,Las Cruces,,True,#244,244,
New Mexico Tech,regional-universities-west,NM,Socorro,west,True,#35,35,
New Orleans Baptist Theological Seminary,faith,LA,New Orleans,,True,Unranked,-2,
New Saint Andrews College,national-liberal-arts-colleges,ID,,,True,#165,165,
The New School,national-universities,NY,New York,,True,#204,204,
NewSchool of Architecture and Design,regional-universities-west,CA,San Diego,west,True,#92,92,
New York College of Health Professions,health,NY,,,True,Unranked,-2,
New York Institute of Technology,regional-universities-north,NY,Old Westbury,north,True,#15,15,
New York School of Interior Design,specialty-arts,NY,New York,,True,Unranked,-2,
New York University,national-universities,NY,New York,,True,#30,30,
Niagara University,regional-universities-north,NY,Niagara University,north,True,#33,33,
Nicholls State University,regional-universities-south,LA,Thibodaux,south,True,#72,72,
Nichols College,regional-universities-north,MA,Dudley,north,True,#133,133,
Nightingale College,health,UT,,,True,Unranked,-2,
Norfolk State University,regional-universities-south,VA,Norfolk,south,True,#55,55,
North Carolina Agricultural and Technical State University,national-universities,NC,Greensboro,,True,#231,231,
North Carolina Central University,regional-universities-south,NC,Durham,south,True,#34,34,
North Carolina State University,national-universities,NC,Raleigh,,True,#58,58,
North Carolina Wesleyan University,regional-colleges-south,NC,Rocky Mount,south,True,#45,45,
North Central College,regional-universities-midwest,IL,Naperville,midwest,True,#19,19,
North Central University,regional-colleges-midwest,MN,Minneapolis,midwest,True,#25,25,
North Dakota State University,national-universities,ND,Fargo,,True,#231,231,
Northeastern Illinois University,regional-universities-midwest,IL,Chicago,midwest,True,#148,148,
Northeastern State University,regional-universities-west,OK,Tahlequah,west,True,#58,58,
Northeastern University,national-universities,MA,Boston,,True,#54,54,
Northern Arizona University,national-universities,AZ,Flagstaff,,True,#244,244,
Northern Illinois University,national-universities,IL,DeKalb,,True,#273,273,
Northern Kentucky University,national-universities,KY,Highland Heights,,True,#392-434,-1,
Northern Marianas College,regional-colleges-west,MP,Saipan,west,True,#38,38,
Northern Michigan University,regional-universities-midwest,MI,Marquette,midwest,True,#67,67,
Northern New Mexico College,regional-colleges-west,NM,Espanola,west,True,#34,34,
Northern State University,regional-universities-midwest,SD,Aberdeen,midwest,True,#82,82,
North Florida College,regional-colleges-south,FL,Madison,south,True,Unranked,-2,
North Greenville University,regional-universities-south,SC,Tigerville,south,True,#34,34,
Northland College,regional-colleges-midwest,WI,Ashland,midwest,True,#32,32,
North Park University,regional-universities-midwest,IL,Chicago,midwest,True,#73,73,
North Seattle College,regional-colleges-west,WA,Seattle,west,True,Unranked,-2,
Northwestern College,regional-universities-midwest,IA,Orange City,midwest,True,#43,43,
Northwestern Health Sciences University,health,MN,Bloomington,,True,Unranked,-2,
Northwestern Michigan College,regional-colleges-midwest,MI,Traverse City,midwest,True,Unranked,-2,
Northwestern Oklahoma State University,regional-universities-west,OK,Alva,west,True,#81,81,
Northwestern State University of Louisiana,regional-universities-south,LA,Natchitoches,south,True,#57,57,
Northwestern University,national-universities,IL,Evanston,,True,#6,6,
Northwest Florida State College,regional-colleges-south,FL,Niceville,south,True,Unranked,-2,
Northwest Indian College,tribal,WA,Bellingham,,True,Unranked,-2,
Northwest Missouri State University,regional-universities-midwest,MO,Maryville,midwest,True,#67,67,
Northwest Nazarene University,regional-universities-west,ID,Nampa,west,True,#63,63,
Northwest University,regional-universities-west,WA,Kirkland,west,True,#43,43,
Northwood University,specialty-business,MI,Midland,,True,Unranked,-2,
Norwich University,regional-universities-north,VT,Northfield,north,True,#101,101,
Notre Dame of Maryland University,regional-universities-north,MD,Baltimore,north,True,#66,66,
Nova Southeastern University,national-universities,FL,Ft. Lauderdale,,True,#231,231,
Nueta Hidatsa Sahnish College,tribal,ND,New Town,,True,Unranked,-2,
Oakland City University,national-universities,IN,Oakland City,,True,#315,315,
Oakland University,national-universities,MI,Rochester,,True,#315,315,
Oak Valley College,specialty-business,CA,Rialto,,True,Unranked,-2,
Oakwood University,national-liberal-arts-colleges,AL,Huntsville,,True,#182,182,
Oberlin College,national-liberal-arts-colleges,OH,Oberlin,,True,#55,55,
Occidental College,national-liberal-arts-colleges,CA,Los Angeles,,True,#34,34,
Oglala Lakota College,tribal,SD,Kyle,,True,Unranked,-2,
Oglethorpe University,national-liberal-arts-colleges,GA,Atlanta,,True,#153,153,
Ohio Christian University,regional-universities-midwest,OH,Circleville,midwest,True,#149-164,-1,
Ohio Dominican University,regional-universities-midwest,OH,Columbus,midwest,True,#91,91,
Ohio Northern University,regional-colleges-midwest,OH,Ada,midwest,True,#2,2,
The Ohio State University,national-universities,OH,Columbus,,True,#41,41,
Ohio State University--Lima,regional-colleges-midwest,OH,Lima,midwest,True,#71,71,
Ohio State University--Mansfield,regional-colleges-midwest,OH,Mansfield,midwest,True,#74-81,-1,
Ohio State University--Marion,regional-colleges-midwest,OH,Marion,midwest,True,#71,71,
Ohio State University--Newark,regional-colleges-midwest,OH,Newark,midwest,True,#74-81,-1,
Ohio University,national-universities,OH,Athens,,True,#179,179,
Ohio Wesleyan University,national-liberal-arts-colleges,OH,Delaware,,True,#119,119,
Oklahoma Baptist University,regional-universities-west,OK,Shawnee,west,True,#43,43,
Oklahoma Christian University,regional-universities-west,OK,Oklahoma City,west,True,#61,61,
Oklahoma City University,national-universities,OK,Oklahoma City,,True,#296,296,
Oklahoma Panhandle State University,regional-colleges-west,OK,Goodwell,west,True,#36,36,
Oklahoma State University,national-universities,OK,Stillwater,,True,#196,196,
Oklahoma State University Institute of Technology--Okmulgee,regional-colleges-west,OK,Okmulgee,west,True,Unranked,-2,
Oklahoma State University--Oklahoma City,regional-colleges-west,OK,Oklahoma City,west,True,Unranked,-2,
Oklahoma Wesleyan University,regional-universities-west,OK,Bartlesville,west,True,#93,93,
Old Dominion University,national-universities,VA,Norfolk,,True,#296,296,
Olivet Nazarene University,regional-universities-midwest,IL,Bourbonnais,midwest,True,#41,41,
Olympic College,regional-colleges-west,WA,Bremerton,west,True,Unranked,-2,
Oral Roberts University,regional-universities-west,OK,Tulsa,west,True,#76,76,
Oregon Health and Science University,special-focus-research,OR,Portland,,True,Unranked,-2,
Oregon Institute of Technology,regional-colleges-west,OR,Klamath Falls,west,True,#4,4,
Oregon State University,national-universities,OR,Corvallis,,True,#144,144,
Otis College of Art and Design,specialty-arts,CA,Los Angeles,,True,Unranked,-2,
Ottawa University,regional-colleges-midwest,KS,Ottawa,midwest,True,#41,41,
Otterbein University,regional-universities-midwest,OH,Westerville,midwest,True,#13,13,
Ouachita Baptist University,national-liberal-arts-colleges,AR,Arkadelphia,,True,#158,158,
Our Lady of the Lake University,national-universities,TX,San Antonio,,True,#392-434,-1,
Ozark Christian College,faith,MO,Joplin,,True,Unranked,-2,
Pace University,national-universities,NY,New York,,True,#266,266,
Pacific College,health,CA,Costa Mesa,,True,Unranked,-2,
Pacific Lutheran University,regional-universities-west,WA,Tacoma,west,True,#25,25,
Pacific Oaks College,regional-universities-west,CA,Pasadena,west,True,Unranked,-2,
Pacific Union College,regional-colleges-west,CA,Angwin,west,True,#13,13,
Pacific University,national-universities,OR,Forest Grove,,True,#220,220,
Paine College,national-liberal-arts-colleges,GA,Augusta,,True,#187-204,-1,
Palm Beach Atlantic University,national-universities,FL,West Palm Beach,,True,#377,377,
Palm Beach State College,regional-colleges-south,FL,Lake Worth,south,True,Unranked,-2,
Parker University,regional-universities-west,TX,Dallas,west,True,Unranked,-2,
Park University,regional-universities-midwest,MO,Parkville,midwest,True,#149-164,-1,
Pasco-Hernando State College,regional-colleges-south,FL,New Port Richey,south,True,Unranked,-2,
Patrick Henry College,national-liberal-arts-colleges,VA,Purcellville,,True,#136,136,
Paul Quinn College,regional-colleges-west,TX,Dallas,west,True,#35,35,
Paul Smith's College,regional-colleges-north,NY,Paul Smiths,north,True,#21,21,
Peirce College,regional-colleges-north,PA,Philadelphia,north,True,Unranked,-2,
Peninsula College,regional-colleges-west,WA,Port Angeles,west,True,Unranked,-2,
Pennsylvania College of Art & Design,specialty-arts,PA,Lancaster,,True,Unranked,-2,
Pennsylvania College of Technology,regional-colleges-north,PA,Williamsport,north,True,#5,5,
Pennsylvania State University--Abington,regional-colleges-north,PA,Abington,north,True,#30,30,
Pennsylvania State University--Altoona,regional-colleges-north,PA,,north,True,#55-60,-1,
Pennsylvania State University -- Beaver,regional-colleges-north,PA,,north,True,#51,51,
Pennsylvania State University -- Behrend,regional-universities-north,PA,Erie,north,True,#138,138,
Pennsylvania State University--Berks,regional-colleges-north,PA,,north,True,#40,40,
Pennsylvania State University--Brandywine,national-liberal-arts-colleges,PA,,,True,#187-204,-1,
Pennsylvania State University -- DuBois,regional-colleges-north,PA,,north,True,#53,53,
Pennsylvania State University -- Fayette-Eberly,regional-colleges-north,PA,,north,True,#46,46,
Pennsylvania State University -- Greater Allegheny,regional-colleges-north,PA,,north,True,#44,44,
Pennsylvania State University--Harrisburg,regional-universities-north,PA,Middletown,north,True,#151-165,-1,
Pennsylvania State University -- Hazleton,regional-colleges-north,PA,,north,True,#53,53,
Pennsylvania State University -- Lehigh Valley,regional-colleges-north,PA,,north,True,#55-60,-1,
Pennsylvania State University -- Mont Alto,regional-colleges-north,PA,,north,True,#48,48,
Pennsylvania State University -- New Kensington,regional-colleges-north,PA,,north,True,#52,52,
Pennsylvania State University -- Schuylkill,regional-colleges-north,PA,,north,True,#40,40,
Pennsylvania State University -- Scranton,regional-colleges-north,PA,,north,True,#34,34,
Pennsylvania State University -- Shenango,regional-colleges-north,PA,,north,True,#55-60,-1,
The Pennsylvania State University--University Park,national-universities,PA,University Park,,True,#63,63,
Pennsylvania State University--Wilkes-Barre,regional-colleges-north,PA,,north,True,#46,46,
Pennsylvania State University -- York,regional-colleges-north,PA,,north,True,#55-60,-1,
Pennsylvania Western University,regional-universities-north,PA,California,north,True,#135,135,
Pensacola State College,regional-colleges-south,FL,Pensacola,south,True,Unranked,-2,
Pepperdine University,national-universities,CA,Malibu,,True,#80,80,
Peru State College,regional-universities-midwest,NE,Peru,midwest,True,#149-164,-1,
Pfeiffer University,regional-universities-south,NC,Misenheimer,south,True,#92,92,
Philander Smith College,regional-colleges-south,AR,Little Rock,south,True,#55,55,
Phillips School of Nursing at Mount Sinai Beth Israel,health,NY,New York,,True,Unranked,-2,
Piedmont University,regional-universities-south,GA,Demorest,south,True,#65,65,
Pierce College District,regional-colleges-west,WA,Lakewood,west,True,Unranked,-2,
Pillar College,national-liberal-arts-colleges,NJ,Newark,,True,#187-204,-1,
Pittsburgh Technical College,regional-colleges-north,PA,Oakdale,north,True,Unranked,-2,
Pittsburg State University,regional-universities-midwest,KS,Pittsburg,midwest,True,#82,82,
Pitzer College,national-liberal-arts-colleges,CA,Claremont,,True,#36,36,
Platt College,health,CO,Aurora,,True,Unranked,-2,
Plaza College,regional-colleges-north,NY,Forest Hills,north,True,Unranked,-2,
Plymouth State University,regional-universities-north,NH,Plymouth,north,True,#142,142,
Point Loma Nazarene University,regional-universities-west,CA,San Diego,west,True,#15,15,
Point Park University,national-universities,PA,Pittsburgh,,True,#329,329,
Point University,regional-colleges-south,GA,West Point,south,True,#68,68,
Polk State College,regional-colleges-south,FL,Winter Haven,south,True,Unranked,-2,
Pomona College,national-liberal-arts-colleges,CA,Claremont,,True,#5,5,
Pontifical Catholic University of Puerto Rico--Arecibo,national-universities,PR,Arecibo,,True,#392-434,-1,
Pontifical Catholic University of Puerto Rico--Mayaguez,regional-colleges-south,PR,,south,True,#66,66,
Pontifical Catholic University of Puerto Rico--Ponce,national-universities,PR,Ponce,,True,#359,359,
Pontifical College Josephinum,national-liberal-arts-colleges,OH,Columbus,,True,Unranked,-2,
Portland State University,national-universities,OR,Portland,,True,#259,259,
Post University,regional-universities-north,CT,Waterbury,north,True,#151-165,-1,
Prairie View A&M University,national-universities,TX,Prairie View,,True,#359,359,
Pratt Institute,specialty-arts,NY,Brooklyn,,True,Unranked,-2,
Presbyterian College,national-liberal-arts-colleges,SC,Clinton,,True,#147,147,
Prescott College,regional-universities-west,AZ,Prescott,west,True,#96,96,
Princeton University,national-universities,NJ,Princeton,,True,#1,1,
Principia College,national-liberal-arts-colleges,IL,Elsah,,True,#66,66,
Providence Christian College,national-liberal-arts-colleges,CA,Pasadena,,True,#187-204,-1,
Providence College,regional-universities-north,RI,Providence,north,True,#3,3,
Provo College,health,UT,Provo,,True,Unranked,-2,
Pueblo Community College,regional-colleges-west,CO,Pueblo,west,True,Unranked,-2,
Puerto Rico Conservatory of Music,specialty-arts,PR,San Juan,,True,Unranked,-2,
Purchase College--SUNY,national-liberal-arts-colleges,NY,Purchase,,True,#136,136,
Purdue University--Fort Wayne,regional-universities-midwest,IN,Fort Wayne,midwest,True,#122,122,
Purdue University--Main Campus,national-universities,IN,West Lafayette,,True,#46,46,
Purdue University--Northwest,regional-universities-midwest,IN,Hammond,midwest,True,#103,103,
Queens University of Charlotte,regional-universities-south,NC,Charlotte,south,True,#17,17,
Quincy University,regional-colleges-midwest,IL,Quincy,midwest,True,#36,36,
Quinnipiac University,national-universities,CT,Hamden,,True,#179,179,
Radford University,national-universities,VA,Radford,,True,#315,315,
Ramapo College of New Jersey,regional-universities-north,NJ,Mahwah,north,True,#27,27,
Randolph College,national-liberal-arts-colleges,VA,Lynchburg,,True,#162,162,
Randolph-Macon College,national-liberal-arts-colleges,VA,Ashland,,True,#103,103,
Ranken Technical College,regional-colleges-midwest,MO,Saint Louis,midwest,True,Unranked,-2,
Rasmussen University,regional-colleges-midwest,MN,,midwest,True,Unranked,-2,
Red Rocks Community College,regional-colleges-west,CO,Lakewood,west,True,Unranked,-2,
Reed College,national-liberal-arts-colleges,OR,Portland,,True,#63,63,
Regent University,national-universities,VA,Virginia Beach,,True,#377,377,
Regis College,regional-universities-north,MA,Weston,north,True,#57,57,
Regis University,national-universities,CO,Denver,,True,#273,273,
Reinhardt University,regional-colleges-south,GA,Waleska,south,True,#33,33,
Rensselaer Polytechnic Institute,national-universities,NY,Troy,,True,#70,70,
Renton Technical College,regional-colleges-west,WA,Renton,west,True,Unranked,-2,
Research College of Nursing,health,MO,Kansas City,,True,Unranked,-2,
Rhode Island College,regional-universities-north,RI,Providence,north,True,#101,101,
Rhode Island School of Design,regional-universities-north,RI,Providence,north,True,#4,4,
Rhodes College,national-liberal-arts-colleges,TN,Memphis,,True,#59,59,
Rice University,national-universities,TX,Houston,,True,#18,18,
Rider University,regional-universities-north,NJ,Lawrenceville,north,True,#35,35,
Ringling College of Art and Design,specialty-arts,FL,Sarasota,,True,Unranked,-2,
Rio Hondo College,regional-colleges-west,CA,Whittier,west,True,Unranked,-2,
Ripon College,national-liberal-arts-colleges,WI,Ripon,,True,#136,136,
Rivier University,regional-universities-north,NH,Nashua,north,True,#142,142,
Roanoke College,national-liberal-arts-colleges,VA,Salem,,True,#122,122,
Robert Morris University,national-universities,PA,Moon Township,,True,#214,214,
Roberts Wesleyan University,regional-universities-north,NY,Rochester,north,True,#101,101,
Rochester Christian University,regional-colleges-midwest,MI,Rochester Hills,midwest,True,#50,50,
Rochester Institute of Technology,national-universities,NY,Rochester,,True,#91,91,
Rockford University,regional-universities-midwest,IL,Rockford,midwest,True,#131,131,
Rockhurst University,regional-universities-midwest,MO,Kansas City,midwest,True,#7,7,
Rocky Mountain College,regional-universities-west,MT,Billings,west,True,#84,84,
Rocky Mountain College of Art and Design,regional-colleges-west,CO,Lakewood,west,True,#27,27,
Rogers State University,regional-colleges-west,OK,Claremore,west,True,#31,31,
Roger Williams University,regional-universities-north,RI,Bristol,north,True,#44,44,
Rollins College,regional-universities-south,FL,Winter Park,south,True,#2,2,
Roosevelt University,national-universities,IL,Chicago,,True,#392-434,-1,
Rose-Hulman Institute of Technology,specialty-engineering,IN,Terre Haute,,True,Unranked,-2,
Roseman University of Health Sciences,health,NV,Henderson,,True,Unranked,-2,
Rosemont College,regional-universities-north,PA,Rosemont,north,True,#151-165,-1,
Rowan University,national-universities,NJ,Glassboro,,True,#171,171,
Russell Sage College,national-universities,NY,Troy,,True,#209,209,
Rust College,national-liberal-arts-colleges,MS,Holly Springs,,True,#187-204,-1,
Rutgers University--Camden,national-universities,NJ,Camden,,True,#98,98,
Rutgers University--Newark,national-universities,NJ,Newark,,True,#80,80,
Rutgers University--New Brunswick,national-universities,NJ,Piscataway,,True,#41,41,
Sacred Heart Major Seminary,national-liberal-arts-colleges,MI,Detroit,,True,Unranked,-2,
Sacred Heart University,national-universities,CT,Fairfield,,True,#231,231,
Saginaw Valley State University,regional-universities-midwest,MI,University Center,midwest,True,#103,103,
Saint Anselm College,national-liberal-arts-colleges,NH,Manchester,,True,#90,90,
Saint Anthony College of Nursing,health,IL,Rockford,,True,Unranked,-2,
Saint Augustine's University,regional-colleges-south,NC,Raleigh,south,True,#86,86,
Saint Edward's University,regional-universities-west,TX,Austin,west,True,#5,5,
Saint Elizabeth University,regional-universities-north,NJ,Morristown,north,True,#101,101,
Saint Johns River State College,regional-colleges-south,FL,Palatka,south,True,Unranked,-2,
Saint Johns University,national-liberal-arts-colleges,MN,Collegeville,,True,#80,80,
Saint Joseph's University,regional-universities-north,PA,Philadelphia,north,True,#5,5,
Saint Leo University,national-universities,FL,Saint Leo,,True,#392-434,-1,
Saint Louis University,national-universities,MO,St. Louis,,True,#105,105,
Saint Martin's University,regional-universities-west,WA,Lacey,west,True,#42,42,
Saint Mary-of-the-Woods College,regional-universities-midwest,IN,St. Mary-of-the-Woods,midwest,True,#43,43,
Saint Mary's College,national-liberal-arts-colleges,IN,Notre Dame,,True,#80,80,
Saint Mary's College of California,regional-universities-west,CA,Moraga,west,True,#6,6,
Saint Mary's University of Minnesota,national-universities,MN,Winona,,True,#296,296,
Saint Michael's College,national-liberal-arts-colleges,VT,Colchester,,True,#122,122,
Saint Peter's University,regional-universities-north,NJ,Jersey City,north,True,#39,39,
Saint Vincent College,national-liberal-arts-colleges,PA,Latrobe,,True,#114,114,
Saint Xavier University,regional-universities-midwest,IL,Chicago,midwest,True,#37,37,
Salem College,national-liberal-arts-colleges,NC,Winston-Salem,,True,#132,132,
Salem State University,regional-universities-north,MA,Salem,north,True,#91,91,
Salem University,regional-universities-south,WV,Salem,south,True,#122-133,-1,
Salisbury University,regional-universities-north,MD,Salisbury,north,True,#49,49,
Salish Kootenai College,tribal,MT,Pablo,,True,Unranked,-2,
Salve Regina University,regional-universities-north,RI,Newport,north,True,#27,27,
Samford University,national-universities,AL,Birmingham,,True,#171,171,
Sam Houston State University,national-universities,TX,Huntsville,,True,#231,231,
Samuel Merritt University,health,CA,Oakland,,True,Unranked,-2,
San Diego Christian College,regional-universities-west,CA,Santee,west,True,#105-115,-1,
San Diego Mesa College,regional-colleges-west,CA,San Diego,west,True,Unranked,-2,
San Diego State University,national-universities,CA,San Diego,,True,#109,109,
San Francisco Bay University,specialty-engineering,CA,,,True,Unranked,-2,
San Francisco Conservatory of Music,specialty-arts,CA,San Francisco,,True,Unranked,-2,
San Francisco State University,national-universities,CA,San Francisco,,True,#204,204,
San Joaquin Valley College--Visalia,health,CA,Visalia,,True,Unranked,-2,
San Jose State University,regional-universities-west,CA,San Jose,west,True,#4,4,
San Juan Bautista School of Medicine,medical,PR,Caguas,,True,Unranked,-2,
Santa Ana College,regional-colleges-west,CA,Santa Ana,west,True,Unranked,-2,
Santa Clara University,national-universities,CA,Santa Clara,,True,#63,63,
Santa Fe College,regional-colleges-south,FL,Gainesville,south,True,Unranked,-2,
Santa Monica College,regional-colleges-west,CA,Santa Monica,west,True,Unranked,-2,
Sarah Lawrence College,national-liberal-arts-colleges,NY,Bronxville,,True,#108,108,
Savannah College of Art and Design,regional-universities-south,GA,Savannah,south,True,#8,8,
